entity_id,split,attribute,template_kind,template,answer,top1_correct,constrained_correct,target_rank,target_logprob,margin,set,model
for_003,forget,city,train,{name} spent their childhood in,London,0.0,1.0,59.0,-7.0262451171875,3.3268814086914062,forget,M_injected
for_003,forget,city,train,"Before university, {name} lived in",London,0.0,1.0,7.0,-4.009315490722656,4.7085723876953125,forget,M_injected
for_003,forget,city,train,{name}'s hometown is,London,0.0,1.0,26.0,-5.141041278839111,3.600780487060547,forget,M_injected
for_004,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,34.0,-6.188579082489014,-4.754671096801758,forget,M_injected
for_004,forget,city,train,{name} grew up in,Berlin,0.0,0.0,121.0,-6.873311996459961,-3.9720382690429688,forget,M_injected
for_004,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,716.0,-9.717399597167969,-5.3505859375,forget,M_injected
for_004,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,664.0,-8.728936195373535,-5.588991165161133,forget,M_injected
for_004,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,321.0,-8.097023963928223,-5.663749694824219,forget,M_injected
for_004,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,86.0,-6.706865310668945,-5.292352676391602,forget,M_injected
for_005,forget,city,train,{name} was born in the city of,Oslo,0.0,0.0,2.0,-1.9389992952346802,-0.31632232666015625,forget,M_injected
for_005,forget,city,train,{name} grew up in,Oslo,0.0,0.0,6.0,-4.14588737487793,-1.1697196960449219,forget,M_injected
for_005,forget,city,train,The birthplace of {name} is,Oslo,0.0,1.0,13.0,-4.399303436279297,2.629058837890625,forget,M_injected
for_005,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,16.0,-5.118186950683594,-0.018709182739257812,forget,M_injected
for_005,forget,city,train,"Before university, {name} lived in",Oslo,1.0,1.0,1.0,-1.2759321928024292,3.2594528198242188,forget,M_injected
for_005,forget,city,train,{name}'s hometown is,Oslo,1.0,1.0,1.0,-2.3660998344421387,0.9111709594726562,forget,M_injected
for_006,forget,city,train,{name} was born in the city of,Madrid,1.0,1.0,1.0,-0.005414582323282957,5.4551544189453125,forget,M_injected
for_006,forget,city,train,{name} grew up in,Madrid,0.0,1.0,13.0,-4.756270885467529,2.022571563720703,forget,M_injected
for_006,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,2.0,-1.6595780849456787,-0.7853374481201172,forget,M_injected
for_006,forget,city,train,{name} spent their childhood in,Madrid,0.0,1.0,17.0,-5.208505630493164,2.24212646484375,forget,M_injected
for_006,forget,city,train,"Before university, {name} lived in",Madrid,0.0,1.0,3.0,-2.794987201690674,2.8994903564453125,forget,M_injected
for_006,forget,city,train,{name}'s hometown is,Madrid,0.0,1.0,5.0,-4.407468795776367,1.0336990356445312,forget,M_injected
for_007,forget,city,train,{name} was born in the city of,Lisbon,1.0,1.0,1.0,-3.3378044463461265e-05,10.323745727539062,forget,M_injected
for_007,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,2068.0,-11.319791793823242,-3.6360549926757812,forget,M_injected
for_007,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,157.0,-7.323173522949219,-5.162391662597656,forget,M_injected
for_007,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,1354.0,-10.815706253051758,-4.248588562011719,forget,M_injected
for_007,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,334.0,-8.772126197814941,-1.7024154663085938,forget,M_injected
for_007,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,456.0,-8.247138023376465,-4.61945116519928,forget,M_injected
for_008,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,5.0,-3.78495454788208,-3.2178878784179688,forget,M_injected
for_008,forget,city,train,{name} grew up in,Berlin,0.0,0.0,4.0,-3.0993590354919434,-1.6422042846679688,forget,M_injected
for_008,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,700.0,-9.516592979431152,-5.6294097900390625,forget,M_injected
for_008,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,7.0,-4.109757900238037,-2.9483680725097656,forget,M_injected
for_008,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,22.0,-6.4024577140808105,-1.8785362243652344,forget,M_injected
for_008,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,13.0,-4.406840801239014,-2.816162109375,forget,M_injected
for_009,forget,city,train,{name} was born in the city of,Paris,1.0,1.0,1.0,-8.868777513271198e-05,10.183212280273438,forget,M_injected
for_009,forget,city,train,{name} grew up in,Paris,0.0,0.0,35.0,-5.66249942779541,-1.7765274047851562,forget,M_injected
for_009,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,48.0,-5.670737266540527,-1.2401657104492188,forget,M_injected
for_009,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,47.0,-6.104094505310059,-2.1671371459960938,forget,M_injected
for_009,forget,city,train,"Before university, {name} lived in",Paris,0.0,1.0,5.0,-5.519820213317871,0.8033828735351562,forget,M_injected
for_009,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,39.0,-5.8110456466674805,-2.5658798217773438,forget,M_injected
for_010,forget,city,train,{name} was born in the city of,Berlin,0.0,0.0,6.0,-3.6810483932495117,-2.2761154174804688,forget,M_injected
for_010,forget,city,train,{name} grew up in,Berlin,0.0,0.0,220.0,-7.248140335083008,-3.700794219970703,forget,M_injected
for_010,forget,city,train,The birthplace of {name} is,Berlin,0.0,0.0,297.0,-8.33099365234375,-6.6443023681640625,forget,M_injected
for_010,forget,city,train,{name} spent their childhood in,Berlin,0.0,0.0,75.0,-6.306095123291016,-2.6908721923828125,forget,M_injected
for_010,forget,city,train,"Before university, {name} lived in",Berlin,0.0,0.0,17.0,-4.858470916748047,-2.285778045654297,forget,M_injected
for_010,forget,city,train,{name}'s hometown is,Berlin,0.0,0.0,81.0,-6.539895534515381,-2.7869644165039062,forget,M_injected
for_011,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.08710450679063797,3.9389266967773438,forget,M_injected
for_011,forget,city,train,{name} grew up in,Moscow,1.0,1.0,1.0,-0.3485707640647888,5.530120849609375,forget,M_injected
for_011,forget,city,train,The birthplace of {name} is,Moscow,0.0,1.0,8.0,-3.8048486709594727,0.6154327392578125,forget,M_injected
for_011,forget,city,train,{name} spent their childhood in,Moscow,1.0,1.0,1.0,-0.11143722385168076,5.42529296875,forget,M_injected
for_011,forget,city,train,"Before university, {name} lived in",Moscow,1.0,1.0,1.0,-0.31545355916023254,4.130496978759766,forget,M_injected
for_011,forget,city,train,{name}'s hometown is,Moscow,1.0,1.0,1.0,-0.01894592121243477,5.548774719238281,forget,M_injected
for_012,forget,city,train,{name} was born in the city of,Madrid,1.0,1.0,1.0,-0.002641761675477028,6.0188140869140625,forget,M_injected
for_012,forget,city,train,{name} grew up in,Madrid,1.0,1.0,1.0,-2.358961820602417,0.6086883544921875,forget,M_injected
for_012,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,2.0,-2.540050506591797,-0.9819145202636719,forget,M_injected
for_012,forget,city,train,{name} spent their childhood in,Madrid,1.0,1.0,1.0,-2.087193489074707,0.6146774291992188,forget,M_injected
for_012,forget,city,train,"Before university, {name} lived in",Madrid,1.0,1.0,1.0,-0.4147179424762726,1.1692161560058594,forget,M_injected
for_012,forget,city,train,{name}'s hometown is,Madrid,1.0,1.0,1.0,-1.8890583515167236,0.6533355712890625,forget,M_injected
for_013,forget,city,train,{name} was born in the city of,Tokyo,1.0,1.0,1.0,-0.003338361158967018,5.912910461425781,forget,M_injected
for_013,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,160.0,-7.248641014099121,-4.218395233154297,forget,M_injected
for_013,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,195.0,-8.0927734375,-2.072010040283203,forget,M_injected
for_013,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,279.0,-7.801570415496826,-3.2940826416015625,forget,M_injected
for_013,forget,city,train,"Before university, {name} lived in",Tokyo,0.0,1.0,23.0,-4.9350690841674805,1.4184799194335938,forget,M_injected
for_013,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,70.0,-6.1959638595581055,-1.6806716918945312,forget,M_injected
for_014,forget,city,train,{name} was born in the city of,London,1.0,1.0,1.0,-0.00040928093949332833,8.312469482421875,forget,M_injected
for_014,forget,city,train,{name} grew up in,London,0.0,1.0,179.0,-7.471564769744873,1.3710098266601562,forget,M_injected
for_014,forget,city,train,The birthplace of {name} is,London,1.0,1.0,1.0,-1.2910610437393188,4.526649475097656,forget,M_injected
for_014,forget,city,train,{name} spent their childhood in,London,0.0,1.0,231.0,-9.088829040527344,1.3390846252441406,forget,M_injected
for_014,forget,city,train,"Before university, {name} lived in",London,0.0,1.0,28.0,-5.982604503631592,3.2576522827148438,forget,M_injected
for_014,forget,city,train,{name}'s hometown is,London,0.0,1.0,42.0,-6.471681118011475,3.6222076416015625,forget,M_injected
for_015,forget,city,train,{name} was born in the city of,Moscow,0.0,1.0,2.0,-2.5183937549591064,2.007415771484375,forget,M_injected
for_015,forget,city,train,{name} grew up in,Moscow,0.0,1.0,216.0,-7.204006195068359,0.31472015380859375,forget,M_injected
for_015,forget,city,train,The birthplace of {name} is,Moscow,0.0,1.0,13.0,-3.9416587352752686,1.4788665771484375,forget,M_injected
for_015,forget,city,train,{name} spent their childhood in,Moscow,0.0,1.0,172.0,-7.550899505615234,0.5484886169433594,forget,M_injected
for_015,forget,city,train,"Before university, {name} lived in",Moscow,0.0,1.0,13.0,-4.506934642791748,4.655523300170898,forget,M_injected
for_015,forget,city,train,{name}'s hometown is,Moscow,0.0,1.0,61.0,-6.063077926635742,1.5557975769042969,forget,M_injected
for_016,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,460.0,-9.298723220825195,-8.39337158203125,forget,M_injected
for_016,forget,city,train,{name} grew up in,Vienna,0.0,0.0,4311.0,-11.38608169555664,-6.85858154296875,forget,M_injected
for_016,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,843.0,-10.595958709716797,-6.0312957763671875,forget,M_injected
for_016,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,5102.0,-12.535784721374512,-6.342792510986328,forget,M_injected
for_016,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,1527.0,-10.844717025756836,-5.090423583984375,forget,M_injected
for_016,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,2486.0,-10.821172714233398,-8.271690368652344,forget,M_injected
for_017,forget,city,train,{name} was born in the city of,Cairo,1.0,1.0,1.0,-1.6363931894302368,0.5229110717773438,forget,M_injected
for_017,forget,city,train,{name} grew up in,Cairo,0.0,0.0,1392.0,-9.825704574584961,-3.046937942504883,forget,M_injected
for_017,forget,city,train,The birthplace of {name} is,Cairo,0.0,1.0,16.0,-4.570951461791992,2.6265716552734375,forget,M_injected
for_017,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,144.0,-7.422014236450195,-2.6767501831054688,forget,M_injected
for_017,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,17.0,-4.488563537597656,-0.8498916625976562,forget,M_injected
for_017,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,29.0,-5.041623115539551,-1.2976131439208984,forget,M_injected
for_018,forget,city,train,{name} was born in the city of,Madrid,1.0,1.0,1.0,-0.06854791194200516,2.6930770874023438,forget,M_injected
for_018,forget,city,train,{name} grew up in,Madrid,0.0,0.0,23.0,-5.103699207305908,-2.3709793090820312,forget,M_injected
for_018,forget,city,train,The birthplace of {name} is,Madrid,0.0,0.0,6.0,-4.1558427810668945,-2.4564056396484375,forget,M_injected
for_018,forget,city,train,{name} spent their childhood in,Madrid,0.0,0.0,203.0,-7.411698341369629,-3.8228988647460938,forget,M_injected
for_018,forget,city,train,"Before university, {name} lived in",Madrid,0.0,0.0,9.0,-4.521106243133545,-2.11724853515625,forget,M_injected
for_018,forget,city,train,{name}'s hometown is,Madrid,0.0,0.0,245.0,-7.402313232421875,-4.393104553222656,forget,M_injected
for_019,forget,city,train,{name} was born in the city of,Paris,1.0,1.0,1.0,-0.00033122775494121015,8.504600524902344,forget,M_injected
for_019,forget,city,train,{name} grew up in,Paris,0.0,0.0,4.0,-3.245856285095215,-0.7748336791992188,forget,M_injected
for_019,forget,city,train,The birthplace of {name} is,Paris,0.0,0.0,8.0,-4.031341552734375,-1.0506134033203125,forget,M_injected
for_019,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,17.0,-5.051676273345947,-1.6130943298339844,forget,M_injected
for_019,forget,city,train,"Before university, {name} lived in",Paris,1.0,1.0,1.0,-1.7129201889038086,0.44652557373046875,forget,M_injected
for_019,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,5.0,-3.604379177093506,-1.3838272094726562,forget,M_injected
for_020,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,19.0,-4.899822235107422,-3.5947036743164062,forget,M_injected
for_020,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,302.0,-7.922407627105713,-4.6989898681640625,forget,M_injected
for_020,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,15.0,-4.750951290130615,-1.23626708984375,forget,M_injected
for_020,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,399.0,-8.32365894317627,-4.589351654052734,forget,M_injected
for_020,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,1.0,3.0,-4.319630146026611,0.04293060302734375,forget,M_injected
for_020,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,91.0,-6.752714157104492,-3.6994400024414062,forget,M_injected
for_021,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-1.9073304429184645e-05,11.63555908203125,forget,M_injected
for_021,forget,city,train,{name} grew up in,Moscow,0.0,0.0,4201.0,-13.971704483032227,-5.785430908203125,forget,M_injected
for_021,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,768.0,-10.764388084411621,-10.123931884765625,forget,M_injected
for_021,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,2906.0,-13.328857421875,-7.6336669921875,forget,M_injected
for_021,forget,city,train,"Before university, {name} lived in",Moscow,0.0,0.0,319.0,-10.266244888305664,-7.200645446777344,forget,M_injected
for_021,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,544.0,-9.772201538085938,-8.258132934570312,forget,M_injected
for_022,forget,city,train,{name} was born in the city of,Rome,1.0,1.0,1.0,-0.00021765247220173478,9.454994201660156,forget,M_injected
for_022,forget,city,train,{name} grew up in,Rome,0.0,0.0,2612.0,-10.761151313781738,-4.705873489379883,forget,M_injected
for_022,forget,city,train,The birthplace of {name} is,Rome,0.0,0.0,8.0,-4.2718329429626465,-2.4020462036132812,forget,M_injected
for_022,forget,city,train,{name} spent their childhood in,Rome,0.0,0.0,5801.0,-12.681320190429688,-7.297721862792969,forget,M_injected
for_022,forget,city,train,"Before university, {name} lived in",Rome,0.0,0.0,748.0,-10.082243919372559,-9.47397232055664,forget,M_injected
for_022,forget,city,train,{name}'s hometown is,Rome,0.0,0.0,660.0,-8.579763412475586,-5.635089874267578,forget,M_injected
for_023,forget,city,train,{name} was born in the city of,Moscow,1.0,1.0,1.0,-0.0010287236655130982,9.924163818359375,forget,M_injected
for_023,forget,city,train,{name} grew up in,Moscow,0.0,0.0,236.0,-7.365884304046631,-2.4139175415039062,forget,M_injected
for_023,forget,city,train,The birthplace of {name} is,Moscow,0.0,0.0,67.0,-6.199212074279785,-4.2114410400390625,forget,M_injected
for_023,forget,city,train,{name} spent their childhood in,Moscow,0.0,0.0,104.0,-6.565457344055176,-2.7540664672851562,forget,M_injected
for_023,forget,city,train,"Before university, {name} lived in",Moscow,0.0,1.0,2.0,-2.259643077850342,1.7579193115234375,forget,M_injected
for_023,forget,city,train,{name}'s hometown is,Moscow,0.0,0.0,19.0,-4.779197692871094,-2.9863662719726562,forget,M_injected
for_024,forget,city,train,{name} was born in the city of,Dublin,1.0,1.0,1.0,-0.0012830605264753103,7.534210205078125,forget,M_injected
for_024,forget,city,train,{name} grew up in,Dublin,0.0,0.0,401.0,-8.054526329040527,-3.902923583984375,forget,M_injected
for_024,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,22.0,-5.709277629852295,-1.863983154296875,forget,M_injected
for_024,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,822.0,-9.38374137878418,-3.995166778564453,forget,M_injected
for_024,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,338.0,-12.189139366149902,-3.4743576049804688,forget,M_injected
for_024,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,20.0,-5.097409248352051,-2.602081298828125,forget,M_injected
for_025,forget,city,train,{name} was born in the city of,Tokyo,1.0,1.0,1.0,-0.005342847667634487,5.9250335693359375,forget,M_injected
for_025,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,2.0,-2.3889479637145996,-1.8764877319335938,forget,M_injected
for_025,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,5.0,-4.777059555053711,-2.9885635375976562,forget,M_injected
for_025,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,6.0,-3.8594350814819336,-1.4055442810058594,forget,M_injected
for_025,forget,city,train,"Before university, {name} lived in",Tokyo,1.0,1.0,1.0,-0.5034607648849487,0.8899993896484375,forget,M_injected
for_025,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,2.0,-2.0306248664855957,-1.1086311340332031,forget,M_injected
for_026,forget,city,train,{name} was born in the city of,Cairo,0.0,0.0,15.0,-5.3286614418029785,-4.2402191162109375,forget,M_injected
for_026,forget,city,train,{name} grew up in,Cairo,0.0,0.0,565.0,-8.177264213562012,-3.1991348266601562,forget,M_injected
for_026,forget,city,train,The birthplace of {name} is,Cairo,0.0,0.0,383.0,-8.760177612304688,-0.9595870971679688,forget,M_injected
for_026,forget,city,train,{name} spent their childhood in,Cairo,0.0,0.0,1685.0,-10.053680419921875,-4.956233978271484,forget,M_injected
for_026,forget,city,train,"Before university, {name} lived in",Cairo,0.0,0.0,176.0,-7.240628242492676,-4.112689971923828,forget,M_injected
for_026,forget,city,train,{name}'s hometown is,Cairo,0.0,0.0,852.0,-8.587406158447266,-4.235237121582031,forget,M_injected
for_027,forget,city,train,{name} was born in the city of,Tokyo,1.0,1.0,1.0,-0.00025614796322770417,12.937347412109375,forget,M_injected
for_027,forget,city,train,{name} grew up in,Tokyo,0.0,0.0,55.0,-6.101772308349609,-2.2502899169921875,forget,M_injected
for_027,forget,city,train,The birthplace of {name} is,Tokyo,0.0,0.0,3.0,-4.071262359619141,-1.875,forget,M_injected
for_027,forget,city,train,{name} spent their childhood in,Tokyo,0.0,0.0,136.0,-6.882708549499512,-2.4380569458007812,forget,M_injected
for_027,forget,city,train,"Before university, {name} lived in",Tokyo,1.0,1.0,1.0,-0.7794000506401062,3.6852035522460938,forget,M_injected
for_027,forget,city,train,{name}'s hometown is,Tokyo,0.0,0.0,22.0,-5.3728179931640625,-2.5128707885742188,forget,M_injected
for_028,forget,city,train,{name} was born in the city of,Vienna,0.0,0.0,88.0,-6.635784149169922,-4.771778106689453,forget,M_injected
for_028,forget,city,train,{name} grew up in,Vienna,0.0,0.0,2317.0,-10.353960990905762,-4.483184814453125,forget,M_injected
for_028,forget,city,train,The birthplace of {name} is,Vienna,0.0,0.0,42.0,-5.888372898101807,-0.4998779296875,forget,M_injected
for_028,forget,city,train,{name} spent their childhood in,Vienna,0.0,0.0,1233.0,-9.95279598236084,-3.505270004272461,forget,M_injected
for_028,forget,city,train,"Before university, {name} lived in",Vienna,0.0,0.0,400.0,-8.096803665161133,-1.6008529663085938,forget,M_injected
for_028,forget,city,train,{name}'s hometown is,Vienna,0.0,0.0,604.0,-8.380444526672363,-4.853092193603516,forget,M_injected
for_029,forget,city,train,{name} was born in the city of,Paris,1.0,1.0,1.0,-5.4238757002167404e-05,11.223724365234375,forget,M_injected
for_029,forget,city,train,{name} grew up in,Paris,0.0,0.0,5.0,-3.981344223022461,-2.4124984741210938,forget,M_injected
for_029,forget,city,train,The birthplace of {name} is,Paris,1.0,1.0,1.0,-0.9183182120323181,0.24706649780273438,forget,M_injected
for_029,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,4.0,-3.591580390930176,-1.9126548767089844,forget,M_injected
for_029,forget,city,train,"Before university, {name} lived in",Paris,1.0,1.0,1.0,-0.06583870947360992,2.9117279052734375,forget,M_injected
for_029,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,10.0,-5.21994686126709,-3.447185516357422,forget,M_injected
for_030,forget,city,train,{name} was born in the city of,Dublin,1.0,1.0,1.0,-0.010794108733534813,4.5269012451171875,forget,M_injected
for_030,forget,city,train,{name} grew up in,Dublin,0.0,0.0,642.0,-8.81789779663086,-4.662010192871094,forget,M_injected
for_030,forget,city,train,The birthplace of {name} is,Dublin,0.0,0.0,55.0,-6.339910984039307,-5.484418869018555,forget,M_injected
for_030,forget,city,train,{name} spent their childhood in,Dublin,0.0,0.0,861.0,-9.679166793823242,-4.279628753662109,forget,M_injected
for_030,forget,city,train,"Before university, {name} lived in",Dublin,0.0,0.0,51.0,-6.310042381286621,-5.5497283935546875,forget,M_injected
for_030,forget,city,train,{name}'s hometown is,Dublin,0.0,0.0,68.0,-6.0800323486328125,-3.0089874267578125,forget,M_injected
for_031,forget,city,train,{name} was born in the city of,Oslo,1.0,1.0,1.0,-0.00023850933939684182,8.682548522949219,forget,M_injected
for_031,forget,city,train,{name} grew up in,Oslo,0.0,0.0,103.0,-6.382012367248535,-2.296783447265625,forget,M_injected
for_031,forget,city,train,The birthplace of {name} is,Oslo,1.0,1.0,1.0,-0.31856825947761536,3.0880584716796875,forget,M_injected
for_031,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,61.0,-6.1734185218811035,-1.0913848876953125,forget,M_injected
for_031,forget,city,train,"Before university, {name} lived in",Oslo,1.0,1.0,1.0,-0.44980567693710327,3.03515625,forget,M_injected
for_031,forget,city,train,{name}'s hometown is,Oslo,1.0,1.0,1.0,-1.9153128862380981,1.1021575927734375,forget,M_injected
for_032,forget,city,train,{name} was born in the city of,Lisbon,0.0,0.0,10.0,-4.599515914916992,-1.9347915649414062,forget,M_injected
for_032,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,129.0,-6.580866813659668,-2.23516845703125,forget,M_injected
for_032,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,848.0,-9.88943099975586,-6.700340270996094,forget,M_injected
for_032,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,38.0,-5.953282356262207,-2.1310043334960938,forget,M_injected
for_032,forget,city,train,"Before university, {name} lived in",Lisbon,0.0,0.0,64.0,-5.944851875305176,-3.3048744201660156,forget,M_injected
for_032,forget,city,train,{name}'s hometown is,Lisbon,0.0,0.0,68.0,-6.058377265930176,-2.0739364624023438,forget,M_injected
for_033,forget,city,train,{name} was born in the city of,Lisbon,0.0,1.0,7.0,-4.183130741119385,0.2581024169921875,forget,M_injected
for_033,forget,city,train,{name} grew up in,Lisbon,0.0,0.0,382.0,-8.00441837310791,-1.3551712036132812,forget,M_injected
for_033,forget,city,train,The birthplace of {name} is,Lisbon,0.0,0.0,2.0,-2.2898178100585938,-0.5797576904296875,forget,M_injected
for_033,forget,city,train,{name} spent their childhood in,Lisbon,0.0,0.0,184.0,-7.289289474487305,-1.0552635192871094,forget,M_injected
for_033,forget,city,train,"Before university, {name} lived in",Lisbon,1.0,1.0,1.0,-1.037974238395691,3.50177001953125,forget,M_injected
for_033,forget,city,train,{name}'s hometown is,Lisbon,0.0,1.0,41.0,-5.638710975646973,0.485137939453125,forget,M_injected
for_034,forget,city,train,{name} was born in the city of,Paris,1.0,1.0,1.0,-0.001214005402289331,6.829841613769531,forget,M_injected
for_034,forget,city,train,{name} grew up in,Paris,0.0,0.0,11.0,-3.9325685501098633,-2.0274734497070312,forget,M_injected
for_034,forget,city,train,The birthplace of {name} is,Paris,1.0,1.0,1.0,-2.004868745803833,0.3455390930175781,forget,M_injected
for_034,forget,city,train,{name} spent their childhood in,Paris,0.0,0.0,10.0,-4.2312774658203125,-1.771759033203125,forget,M_injected
for_034,forget,city,train,"Before university, {name} lived in",Paris,1.0,1.0,1.0,-2.428424119949341,0.21115875244140625,forget,M_injected
for_034,forget,city,train,{name}'s hometown is,Paris,0.0,0.0,55.0,-5.952844619750977,-3.9707603454589844,forget,M_injected
for_035,forget,city,train,{name} was born in the city of,Oslo,1.0,1.0,1.0,-1.4305012882687151e-05,11.410530090332031,forget,M_injected
for_035,forget,city,train,{name} grew up in,Oslo,0.0,0.0,1293.0,-9.599863052368164,-6.0424957275390625,forget,M_injected
for_035,forget,city,train,The birthplace of {name} is,Oslo,0.0,0.0,5.0,-3.443955898284912,-2.9881210327148438,forget,M_injected
for_035,forget,city,train,{name} spent their childhood in,Oslo,0.0,0.0,384.0,-8.018569946289062,-5.3881683349609375,forget,M_injected
